T09,Public expenditure on education,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
807,North Macedonia,2002,Public expenditure on education (% of government expenditure),8.6409,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
807,North Macedonia,2002,Public expenditure on education (% of GDP),3.3002,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),22.4007,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,All staff compensation as % of total expenditure in public institutions (%),66.9426,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Capital expenditure as % of total expenditure in public institutions (%),10.6566,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Expenditure by level of education: pre-primary (as % of government expenditure),4.0955,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Expenditure by level of education: primary (as % of government expenditure),25.0240,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Expenditure by level of education: secondary (as % of government expenditure),35.6689,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Expenditure by level of education: tertiary (as % of government expenditure),32.3627,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Public expenditure on education (% of government expenditure),16.5484,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2005,Public expenditure on education (% of GDP),6.8687,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.2639,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,All staff compensation as % of total expenditure in public institutions (%),67.4241,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Capital expenditure as % of total expenditure in public institutions (%),11.3121,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Expenditure by level of education: pre-primary (as % of government expenditure),4.8584,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Expenditure by level of education: primary (as % of government expenditure),26.6664,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Expenditure by level of education: secondary (as % of government expenditure),35.3310,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Expenditure by level of education: tertiary (as % of government expenditure),29.6259,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Public expenditure on education (% of government expenditure),15.2273,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2010,Public expenditure on education (% of GDP),6.7405,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18.0597,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,All staff compensation as % of total expenditure in public institutions (%),69.6561,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Capital expenditure as % of total expenditure in public institutions (%),12.2842,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Expenditure by level of education: pre-primary (as % of government expenditure),8.7716,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Expenditure by level of education: primary (as % of government expenditure),23.7194,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Expenditure by level of education: secondary (as % of government expenditure),29.3650,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Expenditure by level of education: tertiary (as % of government expenditure),25.9050,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Public expenditure on education (% of government expenditure),15.7281,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
578,Norway,2015,Public expenditure on education (% of GDP),7.5525,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2002,Capital expenditure as % of total expenditure in public institutions (%),14.3521,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2002,Expenditure by level of education: primary (as % of government expenditure),46.8058,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2002,Expenditure by level of education: secondary (as % of government expenditure),43.2054,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2002,Expenditure by level of education: tertiary (as % of government expenditure),9.9888,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2002,Public expenditure on education (% of government expenditure),11.0625,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2002,Public expenditure on education (% of GDP),4.3251,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2005,Expenditure by level of education: primary (as % of government expenditure),50.5356,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2005,Expenditure by level of education: secondary (as % of government expenditure),41.8265,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2005,Expenditure by level of education: tertiary (as % of government expenditure),7.6379,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2005,Public expenditure on education (% of government expenditure),10.0536,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2005,Public expenditure on education (% of GDP),3.5172,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2009,Expenditure by level of education: primary (as % of government expenditure),32.9537,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2009,Expenditure by level of education: secondary (as % of government expenditure),40.1630,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2009,Expenditure by level of education: tertiary (as % of government expenditure),26.8833,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2009,Public expenditure on education (% of government expenditure),10.9492,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2009,Public expenditure on education (% of GDP),4.1878,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18.9481,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,All staff compensation as % of total expenditure in public institutions (%),77.5133,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Capital expenditure as % of total expenditure in public institutions (%),3.5386,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Expenditure by level of education: primary (as % of government expenditure),37.9493,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Expenditure by level of education: secondary (as % of government expenditure),33.3414,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Expenditure by level of education: tertiary (as % of government expenditure),28.7094,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Public expenditure on education (% of government expenditure),15.3437,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
512,Oman,2017,Public expenditure on education (% of GDP),6.6739,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.3075,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2005,All staff compensation as % of total expenditure in public institutions (%),49.2300,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2005,Capital expenditure as % of total expenditure in public institutions (%),38.4625,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2005,Public expenditure on education (% of government expenditure),13.7775,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2005,Public expenditure on education (% of GDP),2.2544,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2007,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),14.7725,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2007,All staff compensation as % of total expenditure in public institutions (%),59.0900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2007,Capital expenditure as % of total expenditure in public institutions (%),26.1375,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2007,Public expenditure on education (% of government expenditure),15.4455,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2007,Public expenditure on education (% of GDP),2.6353,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2010,Public expenditure on education (% of government expenditure),11.8647,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2010,Public expenditure on education (% of GDP),2.2869,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Capital expenditure as % of total expenditure in public institutions (%),13.6810,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Expenditure by level of education: pre-primary (as % of government expenditure),16.6120,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Expenditure by level of education: primary (as % of government expenditure),43.6771,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Expenditure by level of education: secondary (as % of government expenditure),28.9765,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Expenditure by level of education: tertiary (as % of government expenditure),10.7345,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Public expenditure on education (% of government expenditure),12.6032,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2016,Public expenditure on education (% of GDP),2.4918,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2017,Expenditure by level of education: tertiary (as % of government expenditure),10.1791,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2017,Public expenditure on education (% of government expenditure),13.8473,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
586,Pakistan,2017,Public expenditure on education (% of GDP),2.7605,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2001,Expenditure by level of education: pre-primary (as % of government expenditure),14.5781,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2001,Expenditure by level of education: primary (as % of government expenditure),44.8644,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2001,Expenditure by level of education: secondary (as % of government expenditure),9.5649,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2001,Expenditure by level of education: tertiary (as % of government expenditure),20.6562,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2001,Public expenditure on education (% of government expenditure),15.3079,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2001,Public expenditure on education (% of GDP),7.7799,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2002,Public expenditure on education (% of government expenditure),15.5377,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
585,Palau,2002,Public expenditure on education (% of GDP),7.5789,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.0886,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,All staff compensation as % of total expenditure in public institutions (%),67.9409,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Capital expenditure as % of total expenditure in public institutions (%),20.9705,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Expenditure by level of education: pre-primary (as % of government expenditure),2.1549,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Expenditure by level of education: primary (as % of government expenditure),32.0895,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Expenditure by level of education: secondary (as % of government expenditure),29.2226,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Expenditure by level of education: tertiary (as % of government expenditure),28.1301,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Public expenditure on education (% of government expenditure),16.9575,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2002,Public expenditure on education (% of GDP),4.1916,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2004,Expenditure by level of education: pre-primary (as % of government expenditure),3.9993,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2004,Expenditure by level of education: primary (as % of government expenditure),34.5187,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2004,Expenditure by level of education: secondary (as % of government expenditure),25.9486,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2004,Expenditure by level of education: tertiary (as % of government expenditure),28.3541,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2004,Public expenditure on education (% of government expenditure),14.5683,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2004,Public expenditure on education (% of GDP),3.5787,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2008,Capital expenditure as % of total expenditure in public institutions (%),14.1476,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2008,Public expenditure on education (% of government expenditure),14.8898,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2008,Public expenditure on education (% of GDP),3.5023,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2011,Expenditure by level of education: pre-primary (as % of government expenditure),3.0267,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2011,Expenditure by level of education: primary (as % of government expenditure),23.4710,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2011,Expenditure by level of education: secondary (as % of government expenditure),22.4274,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2011,Expenditure by level of education: tertiary (as % of government expenditure),22.2408,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2011,Public expenditure on education (% of government expenditure),13.0197,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
591,Panama,2011,Public expenditure on education (% of GDP),3.1590,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.1511,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,All staff compensation as % of total expenditure in public institutions (%),89.4141,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Capital expenditure as % of total expenditure in public institutions (%),4.4348,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Expenditure by level of education: pre-primary (as % of government expenditure),7.5798,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Expenditure by level of education: primary (as % of government expenditure),46.6221,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Expenditure by level of education: secondary (as % of government expenditure),29.7930,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Expenditure by level of education: tertiary (as % of government expenditure),15.9180,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2004,Public expenditure on education (% of GDP),3.4381,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.5100,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,All staff compensation as % of total expenditure in public institutions (%),65.5270,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Capital expenditure as % of total expenditure in public institutions (%),6.5166,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Expenditure by level of education: pre-primary (as % of government expenditure),6.6880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Expenditure by level of education: primary (as % of government expenditure),38.5066,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Expenditure by level of education: secondary (as % of government expenditure),36.1297,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Expenditure by level of education: tertiary (as % of government expenditure),18.5382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2010,Public expenditure on education (% of GDP),3.7677,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.9922,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,All staff compensation as % of total expenditure in public institutions (%),76.8322,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Capital expenditure as % of total expenditure in public institutions (%),6.1756,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Expenditure by level of education: pre-primary (as % of government expenditure),8.7015,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Expenditure by level of education: primary (as % of government expenditure),36.4365,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Expenditure by level of education: secondary (as % of government expenditure),31.2785,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Expenditure by level of education: tertiary (as % of government expenditure),23.3260,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
600,Paraguay,2016,Public expenditure on education (% of GDP),4.5204,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.2931,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,All staff compensation as % of total expenditure in public institutions (%),81.2717,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
