T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
262,Djibouti,2005,Major trading partner 3 (% of exports),United Arab Emirates,,5.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2010,Major trading partner 3 (% of exports),United Arab Emirates,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2017,Major trading partner 3 (% of exports),United Arab Emirates,,7.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2005,Major trading partner 3 (% of imports),United Arab Emirates,,17.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2010,Major trading partner 3 (% of imports),United Arab Emirates,,18.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2017,Major trading partner 3 (% of imports),United Arab Emirates,,4.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2005,Major trading partner 1 (% of exports),Bahamas,,0.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2010,Major trading partner 1 (% of exports),Bahamas,,0.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2017,Major trading partner 1 (% of exports),Bahamas,,40.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2005,Major trading partner 1 (% of imports),United States,,36.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2010,Major trading partner 1 (% of imports),United States,,41.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2017,Major trading partner 1 (% of imports),United States,,57.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2017,Major trading partner 2 (% of exports),Indonesia,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2005,Major trading partner 2 (% of imports),China,,2.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2010,Major trading partner 2 (% of imports),China,,4.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2017,Major trading partner 2 (% of imports),China,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2017,Major trading partner 3 (% of exports),Saudi Arabia,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2005,Major trading partner 3 (% of imports),Mexico,,0.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2010,Major trading partner 3 (% of imports),Mexico,,0.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
212,Dominica,2017,Major trading partner 3 (% of imports),Mexico,,7.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2005,Major trading partner 1 (% of exports),United States,,70.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2010,Major trading partner 1 (% of exports),United States,,57.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2017,Major trading partner 1 (% of exports),United States,,53.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2005,Major trading partner 1 (% of imports),United States,,54.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2010,Major trading partner 1 (% of imports),United States,,39.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2017,Major trading partner 1 (% of imports),United States,,44.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2005,Major trading partner 2 (% of exports),Haiti,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2010,Major trading partner 2 (% of exports),Haiti,,16.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2017,Major trading partner 2 (% of exports),Haiti,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2005,Major trading partner 2 (% of imports),China,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2010,Major trading partner 2 (% of imports),China,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2017,Major trading partner 2 (% of imports),China,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2005,Major trading partner 3 (% of exports),Canada,,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2010,Major trading partner 3 (% of exports),Canada,,0.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2017,Major trading partner 3 (% of exports),Canada,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2005,Major trading partner 3 (% of imports),Mexico,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2010,Major trading partner 3 (% of imports),Mexico,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
214,Dominican Republic,2017,Major trading partner 3 (% of imports),Mexico,,4.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2005,Major trading partner 1 (% of exports),United States,,50.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2010,Major trading partner 1 (% of exports),United States,,34.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2017,Major trading partner 1 (% of exports),United States,,31.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2005,Major trading partner 1 (% of imports),United States,,19.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2010,Major trading partner 1 (% of imports),United States,,27.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2017,Major trading partner 1 (% of imports),United States,,20.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2005,Major trading partner 2 (% of exports),Viet Nam,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2010,Major trading partner 2 (% of exports),Viet Nam,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2017,Major trading partner 2 (% of exports),Viet Nam,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2005,Major trading partner 2 (% of imports),China,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2010,Major trading partner 2 (% of imports),China,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2017,Major trading partner 2 (% of imports),China,,18.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2005,Major trading partner 3 (% of exports),Peru,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2010,Major trading partner 3 (% of exports),Peru,,7.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2017,Major trading partner 3 (% of exports),Peru,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2005,Major trading partner 3 (% of imports),Colombia,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2010,Major trading partner 3 (% of imports),Colombia,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
218,Ecuador,2017,Major trading partner 3 (% of imports),Colombia,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2005,Major trading partner 1 (% of exports),United Arab Emirates,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2010,Major trading partner 1 (% of exports),United Arab Emirates,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2017,Major trading partner 1 (% of exports),United Arab Emirates,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2005,Major trading partner 1 (% of imports),China,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2010,Major trading partner 1 (% of imports),China,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2017,Major trading partner 1 (% of imports),China,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2005,Major trading partner 2 (% of exports),Italy,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
818,Egypt,2010,Major trading partner 2 (% of exports),Italy,,8.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
