T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
604,Peru,1995,Balance of Payments: Current account (millions of US dollars),"-4,625",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2005,Balance of Payments: Current account (millions of US dollars),"1,148",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2010,Balance of Payments: Current account (millions of US dollars),"-3,782",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2015,Balance of Payments: Current account (millions of US dollars),"-9,169",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2016,Balance of Payments: Current account (millions of US dollars),"-5,304",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2017,Balance of Payments: Current account (millions of US dollars),"-2,720",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,1985,Balance of Payments: Capital account (millions of US dollars),32,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,1995,Balance of Payments: Capital account (millions of US dollars),93,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2005,Balance of Payments: Capital account (millions of US dollars),106,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2010,Balance of Payments: Capital account (millions of US dollars),26,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2015,Balance of Payments: Capital account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2016,Balance of Payments: Capital account (millions of US dollars),14,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2017,Balance of Payments: Capital account (millions of US dollars),18,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,1985,Balance of Payments: Financial account (millions of US dollars),"-1,394",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,1995,Balance of Payments: Financial account (millions of US dollars),"-4,280",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2005,Balance of Payments: Financial account (millions of US dollars),"1,488",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2010,Balance of Payments: Financial account (millions of US dollars),"-2,402",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2015,Balance of Payments: Financial account (millions of US dollars),"-9,335",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2016,Balance of Payments: Financial account (millions of US dollars),"-6,219",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
604,Peru,2017,Balance of Payments: Financial account (millions of US dollars),"-2,367",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,1985,Balance of Payments: Current account (millions of US dollars),-36,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,1995,Balance of Payments: Current account (millions of US dollars),"-1,980",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2005,Balance of Payments: Current account (millions of US dollars),"1,990",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2010,Balance of Payments: Current account (millions of US dollars),"7,179",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2015,Balance of Payments: Current account (millions of US dollars),"7,266",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2016,Balance of Payments: Current account (millions of US dollars),"-1,199",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2017,Balance of Payments: Current account (millions of US dollars),"-2,518",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2005,Balance of Payments: Capital account (millions of US dollars),79,Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2010,Balance of Payments: Capital account (millions of US dollars),88,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2015,Balance of Payments: Capital account (millions of US dollars),84,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2016,Balance of Payments: Capital account (millions of US dollars),62,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2017,Balance of Payments: Capital account (millions of US dollars),57,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,1985,Balance of Payments: Financial account (millions of US dollars),510,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,1995,Balance of Payments: Financial account (millions of US dollars),"-4,074",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2005,Balance of Payments: Financial account (millions of US dollars),"4,244",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2010,Balance of Payments: Financial account (millions of US dollars),"3,753",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2015,Balance of Payments: Financial account (millions of US dollars),"4,916",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2016,Balance of Payments: Financial account (millions of US dollars),-861,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
608,Philippines,2017,Balance of Payments: Financial account (millions of US dollars),"-3,070",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,1985,Balance of Payments: Current account (millions of US dollars),-982,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,1995,Balance of Payments: Current account (millions of US dollars),854,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2005,Balance of Payments: Current account (millions of US dollars),"-7,981",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2010,Balance of Payments: Current account (millions of US dollars),"-25,875",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2015,Balance of Payments: Current account (millions of US dollars),"-2,659",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2016,Balance of Payments: Current account (millions of US dollars),"-1,369",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2017,Balance of Payments: Current account (millions of US dollars),"1,584",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,1995,Balance of Payments: Capital account (millions of US dollars),285,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2005,Balance of Payments: Capital account (millions of US dollars),996,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2010,Balance of Payments: Capital account (millions of US dollars),"8,612",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2015,Balance of Payments: Capital account (millions of US dollars),"11,331",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2016,Balance of Payments: Capital account (millions of US dollars),"4,884",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2017,Balance of Payments: Capital account (millions of US dollars),"6,805",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,1985,Balance of Payments: Financial account (millions of US dollars),-864,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,1995,Balance of Payments: Financial account (millions of US dollars),575,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2005,Balance of Payments: Financial account (millions of US dollars),"-7,028",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2010,Balance of Payments: Financial account (millions of US dollars),"-31,020",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2015,Balance of Payments: Financial account (millions of US dollars),720,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2016,Balance of Payments: Financial account (millions of US dollars),-545,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
616,Poland,2017,Balance of Payments: Financial account (millions of US dollars),"1,475",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,1985,Balance of Payments: Current account (millions of US dollars),380,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,1995,Balance of Payments: Current account (millions of US dollars),-132,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2005,Balance of Payments: Current account (millions of US dollars),"-19,538",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2010,Balance of Payments: Current account (millions of US dollars),"-24,202",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2015,Balance of Payments: Current account (millions of US dollars),235,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2016,Balance of Payments: Current account (millions of US dollars),"1,201",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2017,Balance of Payments: Current account (millions of US dollars),"1,167",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2005,Balance of Payments: Capital account (millions of US dollars),"2,782",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2010,Balance of Payments: Capital account (millions of US dollars),"3,318",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2015,Balance of Payments: Capital account (millions of US dollars),"2,321",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2016,Balance of Payments: Capital account (millions of US dollars),"2,073",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2017,Balance of Payments: Capital account (millions of US dollars),"2,070",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,1985,Balance of Payments: Financial account (millions of US dollars),127,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,1995,Balance of Payments: Financial account (millions of US dollars),"-3,325",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2005,Balance of Payments: Financial account (millions of US dollars),"-17,307",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2010,Balance of Payments: Financial account (millions of US dollars),"-20,336",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2015,Balance of Payments: Financial account (millions of US dollars),"2,304",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2016,Balance of Payments: Financial account (millions of US dollars),"3,359",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
620,Portugal,2017,Balance of Payments: Financial account (millions of US dollars),"3,743",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2015,Balance of Payments: Current account (millions of US dollars),"13,751",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2016,Balance of Payments: Current account (millions of US dollars),"-8,270",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2017,Balance of Payments: Current account (millions of US dollars),"6,426",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2015,Balance of Payments: Capital account (millions of US dollars),-737,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2016,Balance of Payments: Capital account (millions of US dollars),-823,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2017,Balance of Payments: Capital account (millions of US dollars),-468,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2015,Balance of Payments: Financial account (millions of US dollars),"13,433",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2016,Balance of Payments: Financial account (millions of US dollars),"-10,260",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
634,Qatar,2017,Balance of Payments: Financial account (millions of US dollars),"7,109",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,1985,Balance of Payments: Current account (millions of US dollars),"-2,079",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,1995,Balance of Payments: Current account (millions of US dollars),"-9,752",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2005,Balance of Payments: Current account (millions of US dollars),"12,655",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2010,Balance of Payments: Current account (millions of US dollars),"28,850",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2015,Balance of Payments: Current account (millions of US dollars),"105,940",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2016,Balance of Payments: Current account (millions of US dollars),"99,243",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2017,Balance of Payments: Current account (millions of US dollars),"78,460",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2005,Balance of Payments: Capital account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2010,Balance of Payments: Capital account (millions of US dollars),-63,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2015,Balance of Payments: Capital account (millions of US dollars),-60,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2016,Balance of Payments: Capital account (millions of US dollars),-46,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2017,Balance of Payments: Capital account (millions of US dollars),-31,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,1985,Balance of Payments: Financial account (millions of US dollars),"-3,660",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,1995,Balance of Payments: Financial account (millions of US dollars),"-11,523",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2005,Balance of Payments: Financial account (millions of US dollars),"18,829",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2010,Balance of Payments: Financial account (millions of US dollars),"23,190",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2015,Balance of Payments: Financial account (millions of US dollars),"106,299",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2016,Balance of Payments: Financial account (millions of US dollars),"102,567",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
410,Republic of Korea,2017,Balance of Payments: Financial account (millions of US dollars),"87,100",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,1995,Balance of Payments: Current account (millions of US dollars),-85,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2005,Balance of Payments: Current account (millions of US dollars),-226,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2010,Balance of Payments: Current account (millions of US dollars),-481,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2015,Balance of Payments: Current account (millions of US dollars),-468,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2016,Balance of Payments: Current account (millions of US dollars),-286,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2017,Balance of Payments: Current account (millions of US dollars),-617,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2005,Balance of Payments: Capital account (millions of US dollars),13,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2010,Balance of Payments: Capital account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2015,Balance of Payments: Capital account (millions of US dollars),55,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2016,Balance of Payments: Capital account (millions of US dollars),-21,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2017,Balance of Payments: Capital account (millions of US dollars),-30,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,1995,Balance of Payments: Financial account (millions of US dollars),-103,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2005,Balance of Payments: Financial account (millions of US dollars),-51,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2010,Balance of Payments: Financial account (millions of US dollars),-402,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2015,Balance of Payments: Financial account (millions of US dollars),-458,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2016,Balance of Payments: Financial account (millions of US dollars),-214,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
498,Republic of Moldova,2017,Balance of Payments: Financial account (millions of US dollars),-570,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,1985,Balance of Payments: Current account (millions of US dollars),"1,381",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,1995,Balance of Payments: Current account (millions of US dollars),"-1,774",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2005,Balance of Payments: Current account (millions of US dollars),"-8,541",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2010,Balance of Payments: Current account (millions of US dollars),"-8,478",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2015,Balance of Payments: Current account (millions of US dollars),"-2,156",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2016,Balance of Payments: Current account (millions of US dollars),"-3,961",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2017,Balance of Payments: Current account (millions of US dollars),"-7,111",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,1995,Balance of Payments: Capital account (millions of US dollars),242,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2005,Balance of Payments: Capital account (millions of US dollars),714,Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2010,Balance of Payments: Capital account (millions of US dollars),259,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2015,Balance of Payments: Capital account (millions of US dollars),"4,336",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2016,Balance of Payments: Capital account (millions of US dollars),"4,729",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2017,Balance of Payments: Capital account (millions of US dollars),"2,563",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,1985,Balance of Payments: Financial account (millions of US dollars),"1,263",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,1995,Balance of Payments: Financial account (millions of US dollars),"-1,076",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2005,Balance of Payments: Financial account (millions of US dollars),"-7,358",Break in the time series.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2010,Balance of Payments: Financial account (millions of US dollars),"-7,548",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2015,Balance of Payments: Financial account (millions of US dollars),"2,503",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2016,Balance of Payments: Financial account (millions of US dollars),"1,737",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
642,Romania,2017,Balance of Payments: Financial account (millions of US dollars),"-3,838",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,1995,Balance of Payments: Current account (millions of US dollars),"7,438",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2005,Balance of Payments: Current account (millions of US dollars),"84,389",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2010,Balance of Payments: Current account (millions of US dollars),"67,452",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2015,Balance of Payments: Current account (millions of US dollars),"67,661",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2016,Balance of Payments: Current account (millions of US dollars),"24,401",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2017,Balance of Payments: Current account (millions of US dollars),"35,173",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,1995,Balance of Payments: Capital account (millions of US dollars),786,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2005,Balance of Payments: Capital account (millions of US dollars),"-12,387",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2010,Balance of Payments: Capital account (millions of US dollars),-41,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2015,Balance of Payments: Capital account (millions of US dollars),-309,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
643,Russian Federation,2016,Balance of Payments: Capital account (millions of US dollars),-764,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed May 2018."
